754,"Road-450 Red, 58",BK-R68R-58,t,t,Red,100,75,884.7083,1457.9900,58,CM ,LB ,17.79,4,R ,M ,U ,2,28,2011-05-31,2012-05-29,,40d5effa-c0c4-479f-af66-5f1bf8ed3bfb,2014-02-08 10:01:36.827+00
755,"Road-450 Red, 60",BK-R68R-60,t,t,Red,100,75,884.7083,1457.9900,60,CM ,LB ,17.90,4,R ,M ,U ,2,28,2011-05-31,2012-05-29,,181a90cb-3678-490e-8418-78f73fb5343d,2014-02-08 10:01:36.827+00
756,"Road-450 Red, 44",BK-R68R-44,t,t,Red,100,75,884.7083,1457.9900,44,CM ,LB ,16.77,4,R ,M ,U ,2,28,2011-05-31,2012-05-29,,f8b5e26a-3d33-4e39-b500-cc21a133062e,2014-02-08 10:01:36.827+00
757,"Road-450 Red, 48",BK-R68R-48,t,t,Red,100,75,884.7083,1457.9900,48,CM ,LB ,17.13,4,R ,M ,U ,2,28,2011-05-31,2012-05-29,,c72c9978-0b04-46b3-9de6-948feca1c86e,2014-02-08 10:01:36.827+00
758,"Road-450 Red, 52",BK-R68R-52,t,t,Red,100,75,884.7083,1457.9900,52,CM ,LB ,17.42,4,R ,M ,U ,2,28,2011-05-31,2012-05-29,,040a4b7d-4060-4507-aa92-7508b434797e,2014-02-08 10:01:36.827+00
759,"Road-650 Red, 58",BK-R50R-58,t,t,Red,100,75,486.7066,782.9900,58,CM ,LB ,19.79,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,6711d6bc-664f-4890-9f69-af1de321d055,2014-02-08 10:01:36.827+00
760,"Road-650 Red, 60",BK-R50R-60,t,t,Red,100,75,486.7066,782.9900,60,CM ,LB ,19.90,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,664867e5-4ab3-4783-96f9-42efde92f49b,2014-02-08 10:01:36.827+00
761,"Road-650 Red, 62",BK-R50R-62,t,t,Red,100,75,486.7066,782.9900,62,CM ,LB ,20.00,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,1da14e09-6d71-4e2a-9ee9-1bdfdfd8a109,2014-02-08 10:01:36.827+00
762,"Road-650 Red, 44",BK-R50R-44,t,t,Red,100,75,486.7066,782.9900,44,CM ,LB ,18.77,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,f247aaae-12e3-4048-a37b-cce4a8999e81,2014-02-08 10:01:36.827+00
763,"Road-650 Red, 48",BK-R50R-48,t,t,Red,100,75,486.7066,782.9900,48,CM ,LB ,19.13,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,3da5fa6e-9e0f-4896-ac10-948c27f4eb79,2014-02-08 10:01:36.827+00
764,"Road-650 Red, 52",BK-R50R-52,t,t,Red,100,75,486.7066,782.9900,52,CM ,LB ,19.42,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,07cfe1ea-8a37-4d2a-835f-bc8d37e564af,2014-02-08 10:01:36.827+00
765,"Road-650 Black, 58",BK-R50B-58,t,t,Black,100,75,486.7066,782.9900,58,CM ,LB ,19.79,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,74645b12-3ce9-49a6-bd96-2cd814b37420,2014-02-08 10:01:36.827+00
766,"Road-650 Black, 60",BK-R50B-60,t,t,Black,100,75,486.7066,782.9900,60,CM ,LB ,19.90,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,a2db196d-6640-49ea-a84f-2e87ca6f50c6,2014-02-08 10:01:36.827+00
767,"Road-650 Black, 62",BK-R50B-62,t,t,Black,100,75,486.7066,782.9900,62,CM ,LB ,20.00,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,c82a8309-63d3-4c0c-ad71-e91272397095,2014-02-08 10:01:36.827+00
768,"Road-650 Black, 44",BK-R50B-44,t,t,Black,100,75,486.7066,782.9900,44,CM ,LB ,18.77,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,11d563ac-115c-4f0d-a1e5-e946eee8b38b,2014-02-08 10:01:36.827+00
769,"Road-650 Black, 48",BK-R50B-48,t,t,Black,100,75,486.7066,782.9900,48,CM ,LB ,19.13,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,a7e2179e-137c-497e-a5e6-c9ea64935fb0,2014-02-08 10:01:36.827+00
770,"Road-650 Black, 52",BK-R50B-52,t,t,Black,100,75,486.7066,782.9900,52,CM ,LB ,19.42,4,R ,L ,U ,2,30,2011-05-31,2013-05-29,,136e2865-e0da-4624-963a-31349279ab1a,2014-02-08 10:01:36.827+00
771,"Mountain-100 Silver, 38",BK-M82S-38,t,t,Silver,100,75,1912.1544,3399.9900,38,CM ,LB ,20.35,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,ca74b54e-fc30-4464-8b83-019bfd1b2dbb,2014-02-08 10:01:36.827+00
772,"Mountain-100 Silver, 42",BK-M82S-42,t,t,Silver,100,75,1912.1544,3399.9900,42,CM ,LB ,20.77,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,bbfff5a5-4bdc-49a9-a5ad-7584adffe808,2014-02-08 10:01:36.827+00
773,"Mountain-100 Silver, 44",BK-M82S-44,t,t,Silver,100,75,1912.1544,3399.9900,44,CM ,LB ,21.13,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,155fd77e-d6d6-43f0-8a5b-4a8305eb45cd,2014-02-08 10:01:36.827+00
774,"Mountain-100 Silver, 48",BK-M82S-48,t,t,Silver,100,75,1912.1544,3399.9900,48,CM ,LB ,21.42,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,ba5551df-c9ee-4b43-b3ca-8c19d0f9384d,2014-02-08 10:01:36.827+00
775,"Mountain-100 Black, 38",BK-M82B-38,t,t,Black,100,75,1898.0944,3374.9900,38,CM ,LB ,20.35,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,dea33347-fcd3-4346-aa0f-068cd6b3ad06,2014-02-08 10:01:36.827+00
776,"Mountain-100 Black, 42",BK-M82B-42,t,t,Black,100,75,1898.0944,3374.9900,42,CM ,LB ,20.77,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,02935111-a546-4c6d-941f-be12d42c158e,2014-02-08 10:01:36.827+00
777,"Mountain-100 Black, 44",BK-M82B-44,t,t,Black,100,75,1898.0944,3374.9900,44,CM ,LB ,21.13,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,7920bc3b-8fd4-4610-93d2-e693a66b6474,2014-02-08 10:01:36.827+00
778,"Mountain-100 Black, 48",BK-M82B-48,t,t,Black,100,75,1898.0944,3374.9900,48,CM ,LB ,21.42,4,M ,H ,U ,1,19,2011-05-31,2012-05-29,,1b486300-7e64-4c5d-a9ba-a8368e20c5a0,2014-02-08 10:01:36.827+00
779,"Mountain-200 Silver, 38",BK-M68S-38,t,t,Silver,100,75,1265.6195,2319.9900,38,CM ,LB ,23.35,4,M ,H ,U ,1,20,2012-05-30,,,3a45d835-abae-4806-ac03-c53abcd3b974,2014-02-08 10:01:36.827+00
780,"Mountain-200 Silver, 42",BK-M68S-42,t,t,Silver,100,75,1265.6195,2319.9900,42,CM ,LB ,23.77,4,M ,H ,U ,1,20,2012-05-30,,,ce4849b4-56e6-4b50-808b-9bde67cc4704,2014-02-08 10:01:36.827+00
781,"Mountain-200 Silver, 46",BK-M68S-46,t,t,Silver,100,75,1265.6195,2319.9900,46,CM ,LB ,24.13,4,M ,H ,U ,1,20,2012-05-30,,,20799030-420c-496a-9922-09189c2b457e,2014-02-08 10:01:36.827+00
782,"Mountain-200 Black, 38",BK-M68B-38,t,t,Black,100,75,1251.9813,2294.9900,38,CM ,LB ,23.35,4,M ,H ,U ,1,20,2012-05-30,,,82cb8f9b-b8bb-4841-98d3-bcdb807c4dd8,2014-02-08 10:01:36.827+00
783,"Mountain-200 Black, 42",BK-M68B-42,t,t,Black,100,75,1251.9813,2294.9900,42,CM ,LB ,23.77,4,M ,H ,U ,1,20,2012-05-30,,,2b0af5b9-7571-4621-b760-47df599f9650,2014-02-08 10:01:36.827+00
784,"Mountain-200 Black, 46",BK-M68B-46,t,t,Black,100,75,1251.9813,2294.9900,46,CM ,LB ,24.13,4,M ,H ,U ,1,20,2012-05-30,,,33f42284-e216-4b98-ba48-b4ee18a01fa0,2014-02-08 10:01:36.827+00
785,"Mountain-300 Black, 38",BK-M47B-38,t,t,Black,100,75,598.4354,1079.9900,38,CM ,LB ,25.35,4,M ,M ,U ,1,21,2012-05-30,2013-05-29,,f06c2cbf-0901-4c08-80ed-fb4e87171b3b,2014-02-08 10:01:36.827+00
786,"Mountain-300 Black, 40",BK-M47B-40,t,t,Black,100,75,598.4354,1079.9900,40,CM ,LB ,25.77,4,M ,M ,U ,1,21,2012-05-30,2013-05-29,,580d4322-be03-4c91-83d2-ee33ec6008ab,2014-02-08 10:01:36.827+00
787,"Mountain-300 Black, 44",BK-M47B-44,t,t,Black,100,75,598.4354,1079.9900,44,CM ,LB ,26.13,4,M ,M ,U ,1,21,2012-05-30,2013-05-29,,07c2a548-0452-47b4-9dce-6edb0a30c85e,2014-02-08 10:01:36.827+00
788,"Mountain-300 Black, 48",BK-M47B-48,t,t,Black,100,75,598.4354,1079.9900,48,CM ,LB ,26.42,4,M ,M ,U ,1,21,2012-05-30,2013-05-29,,16078dbe-388d-4c18-aa8f-0c8f48035468,2014-02-08 10:01:36.827+00
789,"Road-250 Red, 44",BK-R89R-44,t,t,Red,100,75,1518.7864,2443.3500,44,CM ,LB ,14.77,4,R ,H ,U ,2,26,2012-05-30,2013-05-29,,0aa71ad6-afaf-43c6-9745-35d815b50a5b,2014-02-08 10:01:36.827+00
790,"Road-250 Red, 48",BK-R89R-48,t,t,Red,100,75,1518.7864,2443.3500,48,CM ,LB ,15.13,4,R ,H ,U ,2,26,2012-05-30,2013-05-29,,115ddade-70e3-43f9-80dc-638daea271c4,2014-02-08 10:01:36.827+00
791,"Road-250 Red, 52",BK-R89R-52,t,t,Red,100,75,1518.7864,2443.3500,52,CM ,LB ,15.42,4,R ,H ,U ,2,26,2012-05-30,2013-05-29,,c9fd1df4-9512-420a-b379-067108033b75,2014-02-08 10:01:36.827+00
792,"Road-250 Red, 58",BK-R89R-58,t,t,Red,100,75,1554.9479,2443.3500,58,CM ,LB ,15.79,4,R ,H ,U ,2,26,2012-05-30,,,df629c11-8d8b-4774-9d52-ecb64dc95212,2014-02-08 10:01:36.827+00
793,"Road-250 Black, 44",BK-R89B-44,t,t,Black,100,75,1554.9479,2443.3500,44,CM ,LB ,14.77,4,R ,H ,U ,2,26,2012-05-30,,,1ff419b5-52af-4f7e-aeae-4fec5e99de35,2014-02-08 10:01:36.827+00
794,"Road-250 Black, 48",BK-R89B-48,t,t,Black,100,75,1554.9479,2443.3500,48,CM ,LB ,15.13,4,R ,H ,U ,2,26,2012-05-30,,,9d165ddf-8f5d-41c7-9bb8-13f41a3d1f62,2014-02-08 10:01:36.827+00
795,"Road-250 Black, 52",BK-R89B-52,t,t,Black,100,75,1554.9479,2443.3500,52,CM ,LB ,15.42,4,R ,H ,U ,2,26,2012-05-30,,,74fe3957-cbc3-450a-ab92-849bd13530e2,2014-02-08 10:01:36.827+00
796,"Road-250 Black, 58",BK-R89B-58,t,t,Black,100,75,1554.9479,2443.3500,58,CM ,LB ,15.68,4,R ,H ,U ,2,26,2012-05-30,,,1c530fe8-a169-4adc-b3dc-b11a48245e63,2014-02-08 10:01:36.827+00
797,"Road-550-W Yellow, 38",BK-R64Y-38,t,t,Yellow,100,75,713.0798,1120.4900,38,CM ,LB ,17.35,4,R ,M ,W ,2,29,2012-05-30,,,aad81532-a572-49a5-83c3-dfa9e3b4fea6,2014-02-08 10:01:36.827+00
798,"Road-550-W Yellow, 40",BK-R64Y-40,t,t,Yellow,100,75,713.0798,1120.4900,40,CM ,LB ,17.77,4,R ,M ,W ,2,29,2012-05-30,,,a35a1c35-c128-4697-951e-4199062e78f3,2014-02-08 10:01:36.827+00
799,"Road-550-W Yellow, 42",BK-R64Y-42,t,t,Yellow,100,75,713.0798,1120.4900,42,CM ,LB ,18.13,4,R ,M ,W ,2,29,2012-05-30,,,a359ab09-16f2-4726-a60f-0dfdb1c9527e,2014-02-08 10:01:36.827+00
800,"Road-550-W Yellow, 44",BK-R64Y-44,t,t,Yellow,100,75,713.0798,1120.4900,44,CM ,LB ,18.42,4,R ,M ,W ,2,29,2012-05-30,,,0a7028fb-ff06-4d38-aaa1-b64816278165,2014-02-08 10:01:36.827+00
801,"Road-550-W Yellow, 48",BK-R64Y-48,t,t,Yellow,100,75,713.0798,1120.4900,48,CM ,LB ,18.68,4,R ,M ,W ,2,29,2012-05-30,,,c90cc877-804c-4ce7-afc3-4c8791a13dfb,2014-02-08 10:01:36.827+00
802,LL Fork,FK-1639,t,t,,500,375,65.8097,148.2200,,,,,1,,L ,,10,104,2012-05-30,2013-05-29,,fb8502be-07eb-4134-ab06-c3a9959a52ae,2014-02-08 10:01:36.827+00
803,ML Fork,FK-5136,t,t,,500,375,77.9176,175.4900,,,,,1,,M ,,10,105,2012-05-30,2013-05-29,,f5fa4e2f-b976-48a4-bf79-85632f697d2e,2014-02-08 10:01:36.827+00
804,HL Fork,FK-9939,t,t,,500,375,101.8936,229.4900,,,,,1,,H ,,10,106,2012-05-30,2013-05-29,,553229b3-1ad9-4a71-a21c-2af4332cfce9,2014-02-08 10:01:36.827+00
805,LL Headset,HS-0296,t,t,,500,375,15.1848,34.2000,,,,,1,,L ,,11,59,2012-05-30,2013-05-29,,bb6bd7b3-a34d-4d64-822e-781fa6838e19,2014-02-08 10:01:36.827+00
806,ML Headset,HS-2451,t,t,,500,375,45.4168,102.2900,,,,,1,,M ,,11,60,2012-05-30,2013-05-29,,23b5d52b-8c29-4059-b899-75c53b5ee2e6,2014-02-08 10:01:36.827+00
807,HL Headset,HS-3479,t,t,,500,375,55.3801,124.7300,,,,,1,,H ,,11,61,2012-05-30,2013-05-29,,12e4d5e8-79ed-4bcb-a532-6275d1a93417,2014-02-08 10:01:36.827+00
808,LL Mountain Handlebars,HB-M243,t,t,,500,375,19.7758,44.5400,,,,,1,M ,L ,,4,52,2012-05-30,,,b59b7bf2-7afc-4a74-b063-f942f1e0da19,2014-02-08 10:01:36.827+00
809,ML Mountain Handlebars,HB-M763,t,t,,500,375,27.4925,61.9200,,,,,1,M ,M ,,4,54,2012-05-30,,,ae6020df-d9c9-4d34-9795-1f80e6bbf5a5,2014-02-08 10:01:36.827+00
810,HL Mountain Handlebars,HB-M918,t,t,,500,375,53.3999,120.2700,,,,,1,M ,H ,,4,55,2012-05-30,,,6aa0f921-0f09-4f99-8d3c-335946873553,2014-02-08 10:01:36.827+00
811,LL Road Handlebars,HB-R504,t,t,,500,375,19.7758,44.5400,,,,,1,R ,L ,,4,56,2012-05-30,,,acdae407-b40e-435e-8e84-1bfc33013e81,2014-02-08 10:01:36.827+00
812,ML Road Handlebars,HB-R720,t,t,,500,375,27.4925,61.9200,,,,,1,R ,M ,,4,57,2012-05-30,,,33fa1a03-38d6-405e-be9b-eea92f3d204f,2014-02-08 10:01:36.827+00
813,HL Road Handlebars,HB-R956,t,t,,500,375,53.3999,120.2700,,,,,1,R ,H ,,4,58,2012-05-30,,,5c5327b9-ad2e-4c33-8d74-edf49e0c2dd8,2014-02-08 10:01:36.827+00
814,"ML Mountain Frame - Black, 38",FR-M63B-38,t,t,Black,500,375,185.8193,348.7600,38,CM ,LB ,2.73,2,M ,M ,U ,12,15,2012-05-30,2013-05-29,,0d879312-a7d3-441d-9d23-b6550bab3814,2014-02-08 10:01:36.827+00
815,LL Mountain Front Wheel,FW-M423,t,t,Black,500,375,26.9708,60.7450,,,,,1,M ,L ,,17,42,2012-05-30,2013-05-29,,d7b1d161-182e-44f6-a9ff-9c1eba76613b,2014-02-08 10:01:36.827+00
816,ML Mountain Front Wheel,FW-M762,t,t,Black,500,375,92.8071,209.0250,,,,,1,M ,M ,,17,45,2012-05-30,2013-05-29,,5e3e5033-9a77-4dca-8b7f-dfed78efa08a,2014-02-08 10:01:36.827+00
817,HL Mountain Front Wheel,FW-M928,t,t,Black,500,375,133.2955,300.2150,,,,,1,M ,H ,,17,46,2012-05-30,2013-05-29,,3c8ffff6-a8dc-45a3-963b-a6284ced7596,2014-02-08 10:01:36.827+00
818,LL Road Front Wheel,FW-R623,t,t,Black,500,375,37.9909,85.5650,,,G  ,900.00,1,R ,L ,,17,49,2012-05-30,2013-05-29,,9e66de78-decb-438a-b9a9-023c773c60a2,2014-02-08 10:01:36.827+00
819,ML Road Front Wheel,FW-R762,t,t,Black,500,375,110.2829,248.3850,,,G  ,850.00,1,R ,M ,,17,50,2012-05-30,2013-05-29,,6ea94fbf-b9aa-43fc-84e8-91d508dde751,2014-02-08 10:01:36.827+00
820,HL Road Front Wheel,FW-R820,t,t,Black,500,375,146.5466,330.0600,,,G  ,650.00,1,R ,H ,,17,51,2012-05-30,2013-05-29,,727a3cd5-8d40-4884-a7e4-dfd3ffdeb164,2014-02-08 10:01:36.827+00
821,Touring Front Wheel,FW-T905,t,t,Black,500,375,96.7964,218.0100,,,,,1,T ,,,17,44,2012-05-30,2013-05-29,,8d1cdb07-4fa1-4ac1-840f-a16c3dca5009,2014-02-08 10:01:36.827+00
822,"ML Road Frame-W - Yellow, 38",FR-R72Y-38,t,t,Yellow,500,375,360.9428,594.8300,38,CM ,LB ,2.18,2,R ,M ,W ,14,17,2012-05-30,,,22976fa7-0ad0-40f9-b4f9-ba10279ea1a3,2014-02-08 10:01:36.827+00
823,LL Mountain Rear Wheel,RW-M423,t,t,Black,500,375,38.9588,87.7450,,,,,1,M ,L ,,17,123,2012-05-30,2013-05-29,,e6c39f58-995f-4786-a309-df3812d8b30f,2014-02-08 10:01:36.827+00
824,ML Mountain Rear Wheel,RW-M762,t,t,Black,500,375,104.7951,236.0250,,,,,1,M ,M ,,17,124,2012-05-30,2013-05-29,,b2f7cf9b-a7bf-49ab-9cca-9f6e791cd693,2014-02-08 10:01:36.827+00
825,HL Mountain Rear Wheel,RW-M928,t,t,Black,500,375,145.2835,327.2150,,,,,1,M ,H ,,17,125,2012-05-30,2013-05-29,,35d02edc-1120-41fb-b5df-8655a93b3353,2014-02-08 10:01:36.827+00
826,LL Road Rear Wheel,RW-R623,t,t,Black,500,375,49.9789,112.5650,,,G  ,1050.00,1,R ,L ,,17,126,2012-05-30,2013-05-29,,78d01117-8dcd-465f-9dc7-94a2cdc35582,2014-02-08 10:01:36.827+00
827,ML Road Rear Wheel,RW-R762,t,t,Black,500,375,122.2709,275.3850,,,G  ,1000.00,1,R ,M ,,17,77,2012-05-30,2013-05-29,,cf739f9a-0af0-4810-b229-c431a31d7779,2014-02-08 10:01:36.827+00
828,HL Road Rear Wheel,RW-R820,t,t,Black,500,375,158.5346,357.0600,,,G  ,890.00,1,R ,H ,,17,78,2012-05-30,2013-05-29,,8f262a37-43aa-4ad5-ae1f-8bd6967d8e9b,2014-02-08 10:01:36.827+00
829,Touring Rear Wheel,RW-T905,t,t,Black,500,375,108.7844,245.0100,,,,,1,T ,,,17,43,2012-05-30,2013-05-29,,30d2254d-e26d-4586-b4c5-e8ccb8a059b8,2014-02-08 10:01:36.827+00
830,"ML Mountain Frame - Black, 40",FR-M63B-40,t,t,Black,500,375,185.8193,348.7600,40,CM ,LB ,2.77,1,M ,M ,U ,12,14,2012-05-30,2013-05-29,,aed1c9c4-c139-45d2-b38e-0a0a9f518665,2014-02-08 10:01:36.827+00
831,"ML Mountain Frame - Black, 44",FR-M63B-44,t,t,Black,500,375,185.8193,348.7600,44,CM ,LB ,2.81,1,M ,M ,U ,12,14,2012-05-30,2013-05-29,,3f2135d4-ec5f-4e30-bde8-5444518f0637,2014-02-08 10:01:36.827+00
832,"ML Mountain Frame - Black, 48",FR-M63B-48,t,t,Black,500,375,185.8193,348.7600,48,CM ,LB ,2.85,1,M ,M ,U ,12,14,2012-05-30,2013-05-29,,c2009b69-f15a-47ec-b710-1809d299318a,2014-02-08 10:01:36.827+00
833,"ML Road Frame-W - Yellow, 40",FR-R72Y-40,t,t,Yellow,500,375,360.9428,594.8300,40,CM ,LB ,2.22,1,R ,M ,W ,14,17,2012-05-30,,,22df26f2-60bc-493e-a14a-5500633e9f7e,2014-02-08 10:01:36.827+00
834,"ML Road Frame-W - Yellow, 42",FR-R72Y-42,t,t,Yellow,500,375,360.9428,594.8300,42,CM ,LB ,2.26,1,R ,M ,W ,14,17,2012-05-30,,,207b54da-5404-415d-8578-9a45082e3bf1,2014-02-08 10:01:36.827+00
835,"ML Road Frame-W - Yellow, 44",FR-R72Y-44,t,t,Yellow,500,375,360.9428,594.8300,44,CM ,LB ,2.30,1,R ,M ,W ,14,17,2012-05-30,,,a0fad492-ac24-4fcf-8d2a-d21d06386ae1,2014-02-08 10:01:36.827+00
836,"ML Road Frame-W - Yellow, 48",FR-R72Y-48,t,t,Yellow,500,375,360.9428,594.8300,48,CM ,LB ,2.34,1,R ,M ,W ,14,17,2012-05-30,,,8487bfe0-2138-471e-9c6d-fdb3a67e7d86,2014-02-08 10:01:36.827+00
837,"HL Road Frame - Black, 62",FR-R92B-62,t,t,Black,500,375,868.6342,1431.5000,62,CM ,LB ,2.30,1,R ,H ,U ,14,6,2012-05-30,,,5dce9c8c-fb94-46f8-b826-11658f6a3682,2014-02-08 10:01:36.827+00
838,"HL Road Frame - Black, 44",FR-R92B-44,t,t,Black,500,375,868.6342,1431.5000,44,CM ,LB ,2.12,1,R ,H ,U ,14,6,2012-05-30,,,e4902656-a4bc-4b08-9d47-4f3da0fd76c3,2014-02-08 10:01:36.827+00
839,"HL Road Frame - Black, 48",FR-R92B-48,t,t,Black,500,375,868.6342,1431.5000,48,CM ,LB ,2.16,1,R ,H ,U ,14,6,2012-05-30,,,557b603b-407b-41a4-ae34-4f7747866dba,2014-02-08 10:01:36.827+00
840,"HL Road Frame - Black, 52",FR-R92B-52,t,t,Black,500,375,868.6342,1431.5000,52,CM ,LB ,2.20,1,R ,H ,U ,14,6,2012-05-30,,,0ed082b3-fbba-43af-9149-8741b9fc78c8,2014-02-08 10:01:36.827+00
841,"Men''s Sports Shorts, S",SH-M897-S,f,t,Black,4,3,24.7459,59.9900,S,,,,0,S ,,M ,22,13,2012-05-30,2013-05-29,,34b08c1f-99d1-43c4-8ef7-2cd754b6665d,2014-02-08 10:01:36.827+00
842,"Touring-Panniers, Large",PA-T100,f,t,Grey,4,3,51.5625,125.0000,,,,,0,T ,,,35,120,2012-05-30,2013-05-29,,56334fff-91d4-495e-bf98-933bc1010f23,2014-02-08 10:01:36.827+00
843,Cable Lock,LO-C100,f,t,,4,3,10.3125,25.0000,,,,,0,S ,,,34,115,2012-05-30,2013-05-29,,56ffd7b9-1014-4640-b1bd-b2649589b4d7,2014-02-08 10:01:36.827+00
844,Minipump,PU-0452,f,t,,4,3,8.2459,19.9900,,,,,0,S ,,,36,116,2012-05-30,2013-05-29,,aaf7a076-9ee3-46bf-a69f-414d847e858b,2014-02-08 10:01:36.827+00
845,Mountain Pump,PU-M044,f,t,,4,3,10.3084,24.9900,,,,,0,M ,,,36,117,2012-05-30,2013-05-29,,57169f80-fafb-4678-8f51-fe1f131d0c83,2014-02-08 10:01:36.827+00
846,Taillights - Battery-Powered,LT-T990,f,t,,4,3,5.7709,13.9900,,,,,0,R ,,,33,108,2012-05-30,2013-05-29,,3c617b87-50a5-434c-a0d3-22314b7027ee,2014-02-08 10:01:36.827+00
847,Headlights - Dual-Beam,LT-H902,f,t,,4,3,14.4334,34.9900,,,,,0,R ,,,33,109,2012-05-30,2013-05-29,,417db6cb-f38f-4b0d-87e7-e1ebf7456c3a,2014-02-08 10:01:36.827+00
848,Headlights - Weatherproof,LT-H903,f,t,,4,3,18.5584,44.9900,,,,,0,R ,,,33,110,2012-05-30,2013-05-29,,fc362c1a-4b9c-4d5f-a6d3-0775846c61f0,2014-02-08 10:01:36.827+00
849,"Men''s Sports Shorts, M",SH-M897-M,f,t,Black,4,3,24.7459,59.9900,M,,,,0,S ,,M ,22,13,2012-05-30,2013-05-29,,db37b435-74b9-43d3-b363-abbead107bc4,2014-02-08 10:01:36.827+00
850,"Men''s Sports Shorts, L",SH-M897-L,f,t,Black,4,3,24.7459,59.9900,L,,,,0,S ,,M ,22,13,2012-05-30,2013-05-29,,714184c5-669b-4cf1-a802-30e7b1ea7722,2014-02-08 10:01:36.827+00
851,"Men''s Sports Shorts, XL",SH-M897-X,f,t,Black,4,3,24.7459,59.9900,XL,,,,0,S ,,M ,22,13,2012-05-30,2013-05-29,,bd3ffe40-fe2e-44cb-a4e0-81786c3a751f,2014-02-08 10:01:36.827+00
852,"Women''s Tights, S",TG-W091-S,f,t,Black,4,3,30.9334,74.9900,S,,,,0,S ,,W ,24,38,2012-05-30,2013-05-29,,7de86c98-4f5b-4155-8572-c977f14ebaeb,2014-02-08 10:01:36.827+00
853,"Women''s Tights, M",TG-W091-M,f,t,Black,4,3,30.9334,74.9900,M,,,,0,S ,,W ,24,38,2012-05-30,2013-05-29,,4d8e186c-b8c9-4c64-b411-4995dd87e316,2014-02-08 10:01:36.827+00
854,"Women''s Tights, L",TG-W091-L,f,t,Black,4,3,30.9334,74.9900,L,,,,0,S ,,W ,24,38,2012-05-30,2013-05-29,,e378c2f3-54f6-4ea9-b049-e8bb32b5bdfd,2014-02-08 10:01:36.827+00
855,"Men''s Bib-Shorts, S",SB-M891-S,f,t,Multi,4,3,37.1209,89.9900,S,,,,0,S ,,M ,18,12,2012-05-30,2013-05-29,,9f60af1e-4c11-4e90-baea-48e834e8b4c2,2014-02-08 10:01:36.827+00
856,"Men''s Bib-Shorts, M",SB-M891-M,f,t,Multi,4,3,37.1209,89.9900,M,,,,0,S ,,M ,18,12,2012-05-30,2013-05-29,,e0cbec04-f4fc-450f-9780-f8ea7691febd,2014-02-08 10:01:36.827+00
857,"Men''s Bib-Shorts, L",SB-M891-L,f,t,Multi,4,3,37.1209,89.9900,L,,,,0,S ,,M ,18,12,2012-05-30,2013-05-29,,e1df75a4-9986-489e-a5de-ad3da824eb5e,2014-02-08 10:01:36.827+00
858,"Half-Finger Gloves, S",GL-H102-S,f,t,Black,4,3,9.1593,24.4900,S,,,,0,S ,,U ,20,4,2012-05-30,,,9e1db5c3-539d-4061-9433-d762dc195cd8,2014-02-08 10:01:36.827+00
859,"Half-Finger Gloves, M",GL-H102-M,f,t,Black,4,3,9.1593,24.4900,M,,,,0,S ,,U ,20,4,2012-05-30,,,9d458fd5-392d-4ab1-afef-6a5548e48858,2014-02-08 10:01:36.827+00
860,"Half-Finger Gloves, L",GL-H102-L,f,t,Black,4,3,9.1593,24.4900,L,,,,0,S ,,U ,20,4,2012-05-30,,,fa710215-925f-4959-81df-538e72a6a255,2014-02-08 10:01:36.827+00
861,"Full-Finger Gloves, S",GL-F110-S,f,t,Black,4,3,15.6709,37.9900,S,,,,0,M ,,U ,20,3,2012-05-30,2013-05-29,,76fac097-1fb3-456b-8fb9-2c7a613771b4,2014-02-08 10:01:36.827+00
862,"Full-Finger Gloves, M",GL-F110-M,f,t,Black,4,3,15.6709,37.9900,M,,,,0,M ,,U ,20,3,2012-05-30,2013-05-29,,1084221e-1890-443e-9d87-afcad6358355,2014-02-08 10:01:36.827+00
863,"Full-Finger Gloves, L",GL-F110-L,f,t,Black,4,3,15.6709,37.9900,L,,,,0,M ,,U ,20,3,2012-05-30,2013-05-29,,6116f9d4-8a1d-4022-a642-9c445c197203,2014-02-08 10:01:36.827+00
864,"Classic Vest, S",VE-C304-S,f,t,Blue,4,3,23.7490,63.5000,S,,,,0,S ,,U ,25,1,2013-05-30,,,eb423ef3-409d-46fe-b35b-d69970820314,2014-02-08 10:01:36.827+00
